"Country","Region/State","City","Zip/Postal Code","Zip to","Weight from","Weight to","Price From","Price To","Item From","Item To","Shipping Price","Algorithm","Delivery Type","Sort order"
"CAN","*","*","R0L 1T0","R0L 1T0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","R0L 1X0","R0L 1X0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","R0L 1Y0","R0L 1Y0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","R0L 2A0","R0L 2A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","R0L 2B0","R0L 2B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","R0L 2C0","R0L 2C0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","R0L 2K0","R0L 2K0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","R0M 0A0","R0M 0A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","R0M 0B0","R0M 0B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","R0M 0K0","R0M 0K0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","R0M 0Y0","R0M 0Y0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","R0M 1E0","R0M 1E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","R0M 1G0","R0M 1G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","R0M 1N0","R0M 1N0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","R0M 2B0","R0M 2B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0A 0A0","X0A 0A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0A 0B0","X0A 0B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0A 0C0","X0A 0C0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0A 0E0","X0A 0E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0A 0G0","X0A 0G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0A 0H0","X0A 0H0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0A 0J0","X0A 0J0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0A 0K0","X0A 0K0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0A 0L0","X0A 0L0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0A 0N0","X0A 0N0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0A 0R0","X0A 0R0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0A 0S0","X0A 0S0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0A 0V0","X0A 0V0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0A 0W0","X0A 0W0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0A 1H0","X0A 1H0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0B 0C0","X0B 0C0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0B 0E0","X0B 0E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0B 1B0","X0B 1B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0B 1J0","X0B 1J0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0B 1K0","X0B 1K0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0B 2A0","X0B 2A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0C 0A0","X0C 0A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0C 0B0","X0C 0B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0C 0C0","X0C 0C0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0C 0E0","X0C 0E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0C 0G0","X0C 0G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0C 0H0","X0C 0H0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","X0C 0J0","X0C 0J0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","K0H 2S0","K0H 2S0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","K0H 2Y0","K0H 2Y0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0B 1K0","P0B 1K0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0J 1B0","P0J 1B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0J 1G0","P0J 1G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0J 1M0","P0J 1M0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0K 1M0","P0K 1M0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0L 1A0","P0L 1A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0L 1H0","P0L 1H0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0L 1R0","P0L 1R0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0L 1S0","P0L 1S0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0L 1W0","P0L 1W0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0L 1Y0","P0L 1Y0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0L 2H0","P0L 2H0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0M 1W0","P0M 1W0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0M 2A0","P0M 2A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0P 1R0","P0P 1R0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0S 1B0","P0S 1B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0S 1E0","P0S 1E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0S 1G0","P0S 1G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0T 1A0","P0T 1A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0T 1L0","P0T 1L0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0T 1N0","P0T 1N0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0T 1P0","P0T 1P0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0T 1Z0","P0T 1Z0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0T 2H0","P0T 2H0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0T 2N0","P0T 2N0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0T 2Y0","P0T 2Y0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0T 3A0","P0T 3A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0T 3B0","P0T 3B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 1B0","P0V 1B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 1E0","P0V 1E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 1G0","P0V 1G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 1J0","P0V 1J0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 1N0","P0V 1N0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 1V0","P0V 1V0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 1W0","P0V 1W0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 1Y0","P0V 1Y0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 1Z0","P0V 1Z0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 2A0","P0V 2A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 2G0","P0V 2G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 2H0","P0V 2H0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 2L0","P0V 2L0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 2P0","P0V 2P0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 2S0","P0V 2S0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 2Y0","P0V 2Y0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 2Z0","P0V 2Z0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 3A0","P0V 3A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 3B0","P0V 3B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 3E0","P0V 3E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","P0V 3G0","P0V 3G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","R0A 0B0","R0A 0B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping Central","*"
"CAN","*","*","A0A 1A0","A0A 1A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 1C0","A0A 1C0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 1E0","A0A 1E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 1L0","A0A 1L0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 1M0","A0A 1M0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 1N0","A0A 1N0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 1P0","A0A 1P0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 1R0","A0A 1R0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 1S0","A0A 1S0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 2G0","A0A 2G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 2H0","A0A 2H0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 2L0","A0A 2L0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 2S0","A0A 2S0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 2W0","A0A 2W0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 3A0","A0A 3A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 3B0","A0A 3B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 3E0","A0A 3E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 3G0","A0A 3G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 3H0","A0A 3H0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 3M0","A0A 3M0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 3N0","A0A 3N0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 3R0","A0A 3R0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 3S0","A0A 3S0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 4A0","A0A 4A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 4B0","A0A 4B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 4G0","A0A 4G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 4H0","A0A 4H0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 4J0","A0A 4J0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 4K0","A0A 4K0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0A 4L0","A0A 4L0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 1B0","A0B 1B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 1C0","A0B 1C0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 1E0","A0B 1E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 1H0","A0B 1H0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 1J0","A0B 1J0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 1K0","A0B 1K0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 1L0","A0B 1L0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 1M0","A0B 1M0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 1P0","A0B 1P0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 1R0","A0B 1R0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 1S0","A0B 1S0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 1T0","A0B 1T0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 1V0","A0B 1V0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 1W0","A0B 1W0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 1X0","A0B 1X0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 1Y0","A0B 1Y0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 1Z0","A0B 1Z0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 2A0","A0B 2A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 2B0","A0B 2B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 2C0","A0B 2C0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 2E0","A0B 2E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 2G0","A0B 2G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 2J0","A0B 2J0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 2L0","A0B 2L0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 2M0","A0B 2M0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 2N0","A0B 2N0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 2P0","A0B 2P0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 2R0","A0B 2R0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 2S0","A0B 2S0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 2T0","A0B 2T0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 2V0","A0B 2V0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 2W0","A0B 2W0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 2Y0","A0B 2Y0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 2Z0","A0B 2Z0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 3A0","A0B 3A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 3B0","A0B 3B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 3C0","A0B 3C0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 3H0","A0B 3H0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 3K0","A0B 3K0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 3L0","A0B 3L0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 3M0","A0B 3M0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0B 3P0","A0B 3P0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 1A0","A0C 1A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 1B0","A0C 1B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 1E0","A0C 1E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 1G0","A0C 1G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 1H0","A0C 1H0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 1J0","A0C 1J0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 1K0","A0C 1K0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 1L0","A0C 1L0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 1M0","A0C 1M0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 1N0","A0C 1N0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 1P0","A0C 1P0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 1R0","A0C 1R0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 1T0","A0C 1T0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 1V0","A0C 1V0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 1W0","A0C 1W0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 1Y0","A0C 1Y0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 1Z0","A0C 1Z0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 2A0","A0C 2A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 2B0","A0C 2B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 2C0","A0C 2C0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 2E0","A0C 2E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 2G0","A0C 2G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 2H0","A0C 2H0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 2J0","A0C 2J0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 2K0","A0C 2K0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 2M0","A0C 2M0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 2N0","A0C 2N0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 2P0","A0C 2P0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 2R0","A0C 2R0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0C 2S0","A0C 2S0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 1A0","A0E 1A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 1B0","A0E 1B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 1H0","A0E 1H0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 1M0","A0E 1M0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 1N0","A0E 1N0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 1R0","A0E 1R0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 1S0","A0E 1S0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 1T0","A0E 1T0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 1V0","A0E 1V0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 1X0","A0E 1X0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 1Y0","A0E 1Y0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 1Z0","A0E 1Z0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 2A0","A0E 2A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 2B0","A0E 2B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 2C0","A0E 2C0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 2E0","A0E 2E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 2G0","A0E 2G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 2K0","A0E 2K0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 2L0","A0E 2L0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 2P0","A0E 2P0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 2R0","A0E 2R0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 2S0","A0E 2S0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 2T0","A0E 2T0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 2V0","A0E 2V0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","A0E 2X0","A0E 2X0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
